date,year,time,prelim_data,site,block,treatment,site_type,wetland_id,pair_id,temp,water,wind,species,method,in_wetland,25m,50m,total
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,NOCA,a,,1,,1
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,GCFL,a,,,1,1
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,EAWP,a,,1,,1
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,BACS,a,,,1,1
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,WEVI,a,,2,,2
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,RBWO,a,,1,,1
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,CARW,a,,1,,1
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,SUTA,a,,1,,1
05/23/2024,2024,7:45,0,UP49,7,none,upland,UP49,HH49,71,no,0,BLJA,a,,,1,1
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,CARW,a,0,1,,1
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,NOCA,a,0,,1,1
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,BACS,a,0,,1,1
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,RBWO,a,0,1,,1
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,BGGN,a,0,1,,1
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,COYE,a,0,2,,2
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,WEVI,a,0,,1,1
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,TUTI,a,0,1,,1
05/23/2024,2024,8:05,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,EAWP,a,0,,1,1
05/23/2024,2024,8:25,0,HH49,7,hack-squirt,wetland,HH49,UP49,74,yes,0,EAWP,a,0,,1,1
05/23/2024,2024,8:25,0,HH49,7,hack-squirt,wetland,HH49,UP49,74,yes,0,LAGU,a,0,,1,1
05/23/2024,2024,8:25,0,HH49,7,hack-squirt,wetland,HH49,UP49,74,yes,0,RBWO,a,0,,1,1
05/23/2024,2024,8:25,0,HH49,7,hack-squirt,wetland,HH49,UP49,74,yes,0,NOCA,a,0,,3,3
05/23/2024,2024,8:25,0,HH49,7,hack-squirt,wetland,HH49,UP49,74,yes,0,BGGN,a,0,,2,2
05/23/2024,2024,8:25,0,HH49,7,hack-squirt,wetland,HH49,UP49,74,yes,0,PIWA,a,0,,1,1
05/23/2024,2024,8:25,0,HH49,7,hack-squirt,wetland,HH49,UP49,74,yes,0,GCFL,a,0,,1,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,CARW,a,0,,1,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,COYE,a,0,,1,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,PIWA,v,1,1,,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,PIWA,a,1,1,,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,NOCA,a,0,,1,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,RBWO,a,0,,1,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,INBU,a,0,,1,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,CAGO,a,0,,1,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,EAPH,a,0,,1,1
05/23/2024,2024,8:40,0,HH48,7,cut-leave,wetland,HH48,UP48,75,yes,2.5,,a,1,1,,1
05/23/2024,2024,9:00,0,HH07,4,cut-leave,wetland,HH07,UP07,77,no,1.5,PIWA,a,0,,1,1
05/23/2024,2024,9:00,0,HH07,4,cut-leave,wetland,HH07,UP07,77,no,1.5,EATO,a,0,,1,1
05/23/2024,2024,9:00,0,HH07,4,cut-leave,wetland,HH07,UP07,77,no,1.5,TUTI,a,0,,3,3
05/23/2024,2024,9:00,0,HH07,4,cut-leave,wetland,HH07,UP07,77,no,1.5,BHCO,a,1,1,,1
05/23/2024,2024,9:00,0,HH07,4,cut-leave,wetland,HH07,UP07,77,no,1.5,COYE,a,0,,1,1
05/23/2024,2024,9:00,0,HH07,4,cut-leave,wetland,HH07,UP07,77,no,1.5,BHNU,a,1,2,,2
05/23/2024,2024,9:00,0,HH07,4,cut-leave,wetland,HH07,UP07,77,no,1.5,RBWO,a,0,,1,1
05/27/2024,2024,6:40,0,HH17,2,cut-leave,wetland,HH17,UP17,75,no,0,EAKI,v,1,1,,1
05/27/2024,2024,6:40,0,HH17,2,cut-leave,wetland,HH17,UP17,75,no,0,BGGN,v,1,1,,1
05/27/2024,2024,6:40,0,HH17,2,cut-leave,wetland,HH17,UP17,75,no,0,RBWO,a,0,,1,1
05/27/2024,2024,6:40,0,HH17,2,cut-leave,wetland,HH17,UP17,75,no,0,SUTA,a,0,,1,1
05/27/2024,2024,6:40,0,HH17,2,cut-leave,wetland,HH17,UP17,75,no,0,PIWA,a,0,,1,1
05/27/2024,2024,6:40,0,HH17,2,cut-leave,wetland,HH17,UP17,75,no,0,CHSP,a,0,,1,1
05/27/2024,2024,6:40,0,HH17,2,cut-leave,wetland,HH17,UP17,75,no,0,NOCA,a,0,,1,1
05/27/2024,2024,6:40,0,HH17,2,cut-leave,wetland,HH17,UP17,75,no,0,EAWP,a,0,,1,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,NOCA,a,,,1,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,EABL,v,,,1,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,BGGN,v,,3,,3
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,PIWA,a,,,1,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,EAKI,a,,1,,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,BLGR,a,,1,,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,CHSP,a,,1,,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,LAGU,v,,2,,2
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,GCFL,a,,,1,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,CARW,a,,,1,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,BHNU,a,,1,,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,BACS,a,,1,,1
05/27/2024,2024,7:05,0,UP15,2,none,upland,UP15,HH15,75,no,1.6,WEVI,a,,,1,1
05/27/2024,2024,7:25,0,HH60,1,control-closed,wetland,HH60,UP60,76,no,0,BACS,a,0,,1,1
05/27/2024,2024,7:25,0,HH60,1,control-closed,wetland,HH60,UP60,76,no,0,COYE,a,0,1,,1
05/27/2024,2024,7:25,0,HH60,1,control-closed,wetland,HH60,UP60,76,no,0,BGGN,a,1,1,,1
05/27/2024,2024,7:25,0,HH60,1,control-closed,wetland,HH60,UP60,76,no,0,PIWA,a,0,,1,1
05/27/2024,2024,7:25,0,HH60,1,control-closed,wetland,HH60,UP60,76,no,0,TUTI,a,0,1,,1
05/27/2024,2024,7:25,0,HH60,1,control-closed,wetland,HH60,UP60,76,no,0,NOCA,a,0,1,,1
05/27/2024,2024,7:25,0,HH60,1,control-closed,wetland,HH60,UP60,76,no,0,INBU,a,0,1,,1
05/27/2024,2024,7:25,0,HH60,1,control-closed,wetland,HH60,UP60,76,no,0,RBWO,a,0,,1,1
05/27/2024,2024,7:40,0,UP60,1,none,upland,UP60,HH60,76,no,3.1,PIWA,a,,,1,1
05/27/2024,2024,7:40,0,UP60,1,none,upland,UP60,HH60,76,no,3.1,INBU,a,,,1,1
05/27/2024,2024,7:40,0,UP60,1,none,upland,UP60,HH60,76,no,3.1,BACS,a,,,2,2
05/27/2024,2024,7:40,0,UP60,1,none,upland,UP60,HH60,76,no,3.1,RBWO,a,,,1,1
05/27/2024,2024,7:40,0,UP60,1,none,upland,UP60,HH60,76,no,3.1,EAWP,a,,,1,1
05/27/2024,2024,7:40,0,UP60,1,none,upland,UP60,HH60,76,no,3.1,TUTI,a,,,1,1
05/27/2024,2024,7:40,0,UP60,1,none,upland,UP60,HH60,76,no,3.1,RHWO,v,,,1,1
05/27/2024,2024,7:55,0,UP32,1,none,upland,UP32,HH32,78,no,3.4,PIWA,a,,,1,1
05/27/2024,2024,7:55,0,UP32,1,none,upland,UP32,HH32,78,no,3.4,EAWP,a,,,1,1
05/27/2024,2024,7:55,0,UP32,1,none,upland,UP32,HH32,78,no,3.4,BACS,a,,,2,2
05/27/2024,2024,7:55,0,UP32,1,none,upland,UP32,HH32,78,no,3.4,EABL,a,,1,,1
05/27/2024,2024,7:55,0,UP32,1,none,upland,UP32,HH32,78,no,3.4,SUTA,a,,2,,2
05/27/2024,2024,7:55,0,UP32,1,none,upland,UP32,HH32,78,no,3.4,YBCH,a,,,1,1
05/27/2024,2024,7:55,0,UP32,1,none,upland,UP32,HH32,78,no,3.4,BGGN,a,,1,,1
05/27/2024,2024,8:15,0,UP33,1,none,upland,UP33,HH33,79,no,2.3,EAWP,a,,1,,1
05/27/2024,2024,8:15,0,UP33,1,none,upland,UP33,HH33,79,no,2.3,BACS,a,,2,,2
05/27/2024,2024,8:15,0,UP33,1,none,upland,UP33,HH33,79,no,2.3,NOCA,a,,,3,3
05/27/2024,2024,8:15,0,UP33,1,none,upland,UP33,HH33,79,no,2.3,EABL,a,,,1,1
05/27/2024,2024,8:15,0,UP33,1,none,upland,UP33,HH33,79,no,2.3,EABL,v,,,1,1
05/27/2024,2024,8:15,0,UP33,1,none,upland,UP33,HH33,79,no,2.3,EATO,a,,,1,1
05/27/2024,2024,8:15,0,UP33,1,none,upland,UP33,HH33,79,no,2.3,COYE,a,,,1,1
05/27/2024,2024,8:15,0,UP33,1,none,upland,UP33,HH33,79,no,2.3,BHNU,a,,,1,1
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,BGGN,a,,,1,1
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,INBU,a,,1,,1
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,COYE,a,,2,,2
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,NOCA,a,,,1,1
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,RBWO,a,,,1,1
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,PIWA,a,,1,,1
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,CHSP,a,,1,,1
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,NOMO,v,,,1,1
05/27/2024,2024,8:35,0,UP22,2,none,upland,UP22,HH22,80,no,4.2,BLJA,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,CHSP,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,PUMA,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,SUTA,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,BLJA,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,BGGN,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,PIWA,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,NOMO,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,BHCO,a,,,1,1
05/27/2024,2024,8:50,0,UP14,1,none,upland,UP14,HH14,80,no,3.8,WBNU,a,,,1,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,EATO,a,,1,,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,EAWP,a,,,1,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,BHNU,a,,,1,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,PIWA,a,,,1,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,BHCO,a,,1,,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,RBWO,a,,,1,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,COYE,a,,,1,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,CARW,a,,1,,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,BGGN,a,,2,,2
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,TUTI,a,,1,,1
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,EAKI,a,,,2,2
05/27/2024,2024,9:10,0,UP07,4,none,upland,UP07,HH07,81,no,0,GCFL,a,,1,,1
05/28/2024,2024,6:55,0,HH43,7,control-closed,wetland,HH43,UP43,72,no,0,WEVI,a,1,1,,1
05/28/2024,2024,6:55,0,HH43,7,control-closed,wetland,HH43,UP43,72,no,0,COYE,a,0,,1,1
05/28/2024,2024,6:55,0,HH43,7,control-closed,wetland,HH43,UP43,72,no,0,BGGN,a,1,1,,1
05/28/2024,2024,6:55,0,HH43,7,control-closed,wetland,HH43,UP43,72,no,0,RBWO,a,0,,1,1
05/28/2024,2024,7:10,0,UP43,7,none,upland,UP43,HH43,72,no,1.4,CARW,a,,1,,1
05/28/2024,2024,7:10,0,UP43,7,none,upland,UP43,HH43,72,no,1.4,YBCH,a,,1,,1
05/28/2024,2024,7:10,0,UP43,7,none,upland,UP43,HH43,72,no,1.4,COYE,a,,,1,1
05/28/2024,2024,7:10,0,UP43,7,none,upland,UP43,HH43,72,no,1.4,EAPH,a,,,1,1
05/28/2024,2024,7:10,0,UP43,7,none,upland,UP43,HH43,72,no,1.4,EATO,a,,,3,3
05/28/2024,2024,7:10,0,UP43,7,none,upland,UP43,HH43,72,no,1.4,INBU,a,,1,,1
05/28/2024,2024,7:10,0,UP43,7,none,upland,UP43,HH43,72,no,1.4,BACS,a,,,1,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,NOMO,v,,1,,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,CARW,a,,,1,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,PIWA,a,,,2,2
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,EAWP,a,,,1,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,BLJA,a,,,1,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,PIWO,a,,,1,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,RBWO,a,,,2,2
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,EATO,v,,,1,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,EABL,a,,,1,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,BGGN,a,,1,,1
05/28/2024,2024,7:25,0,UP60,1,none,upland,UP60,HH60,72,no,1.8,NOCA,a,,,1,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,COYE,a,,2,,2
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,RBWO,a,,,1,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,NOCA,a,,,1,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,BGGN,a,,1,,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,NOMO,a,,,1,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,BACS,a,,,1,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,CARW,a,,1,,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,TUTI,a,,1,,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,TUTI,v,,1,,1
05/28/2024,2024,7:40,0,UP13,1,none,upland,UP13,HH13,73,no,2,GCFL,a,,1,,1
05/28/2024,2024,7:55,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,NOCA,v,1,2,,2
05/28/2024,2024,7:55,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,BLGR,a,0,1,,1
05/28/2024,2024,7:55,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,COYE,a,0,2,,2
05/28/2024,2024,7:55,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,EAWP,a,0,,1,1
05/28/2024,2024,7:55,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,CARW,a,0,,1,1
05/28/2024,2024,7:55,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,EATO,a,0,,1,1
05/28/2024,2024,7:55,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,BACS,a,0,,1,1
05/28/2024,2024,7:55,0,HH05,4,control-open,wetland,HH05,UP05,73,yes,0,MODO,a,0,,1,1
05/28/2024,2024,8:15,0,HH15,2,control-closed,wetland,HH15,UP15,74,no,5.4,CARW,a,0,,1,1
05/28/2024,2024,8:15,0,HH15,2,control-closed,wetland,HH15,UP15,74,no,5.4,PIWA,a,0,,3,3
05/28/2024,2024,8:15,0,HH15,2,control-closed,wetland,HH15,UP15,74,no,5.4,BHCO,a,1,1,,1
05/28/2024,2024,8:15,0,HH15,2,control-closed,wetland,HH15,UP15,74,no,5.4,RWBL,a,0,,1,1
05/28/2024,2024,8:15,0,HH15,2,control-closed,wetland,HH15,UP15,74,no,5.4,GCFL,a,0,,1,1
05/28/2024,2024,8:15,0,HH15,2,control-closed,wetland,HH15,UP15,74,no,5.4,OROR,a,1,1,,1
05/28/2024,2024,8:30,0,HH14,2,cut-leave,wetland,HH14,UP14,74,no,2.8,PIWA,a,0,1,,1
05/28/2024,2024,8:30,0,HH14,2,cut-leave,wetland,HH14,UP14,74,no,2.8,BGGN,a,0,,1,1
05/28/2024,2024,8:30,0,HH14,2,cut-leave,wetland,HH14,UP14,74,no,2.8,NOMO,a,0,,1,1
05/28/2024,2024,8:30,0,HH14,2,cut-leave,wetland,HH14,UP14,74,no,2.8,TUTI,a,0,,1,1
05/28/2024,2024,8:30,0,HH14,2,cut-leave,wetland,HH14,UP14,74,no,2.8,COYE,a,0,,1,1
05/28/2024,2024,8:30,0,HH14,2,cut-leave,wetland,HH14,UP14,74,no,2.8,NOCA,a,0,,1,1
05/28/2024,2024,8:30,0,HH14,2,cut-leave,wetland,HH14,UP14,74,no,2.8,WBNU,a,0,,1,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,CARW,v,1,1,,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,PIWA,a,0,1,,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,EAWP,a,0,,1,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,CACH,a,1,1,,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,GCFL,a,0,,1,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,BLGR,a,1,1,,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,NOCA,a,0,,1,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,NOCA,v,1,1,,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,BGGN,a,1,1,,1
05/28/2024,2024,8:45,0,HH48,3,cut-leave,wetland,HH48,UP48,75,yes,2,COYE,a,0,,1,1
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,NOMO,v,,3,,3
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,RBWO,a,,,1,1
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,BACS,a,,3,,3
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,BACS,a,,,1,1
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,CARW,a,,,1,1
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,PIWA,a,,2,,2
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,BRTH,a,,1,,1
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,PIWO,a,,,1,1
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,BHNU,a,,3,,3
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,RCWO,v,,1,,1
05/29/2024,2024,6:45,0,UP34,1,none,upland,UP34,HH34,68,no,0,OROR,a,,,1,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,NOCA,a,,1,,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,COYE,a,,,1,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,INBU,a,,,1,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,EATO,a,,,1,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,EAWP,a,,,1,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,BGGN,a,,1,,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,MODO,a,,,1,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,CHSW,v,,1,,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,BLGR,a,,,1,1
05/29/2024,2024,6:55,0,UP43,7,none,upland,UP43,HH43,68,no,0,PRWA,a,,1,,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,WBNU,a,1,1,,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,WEVI,a,0,,1,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,NOCA,a,0,,1,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,RBWO,a,0,,1,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,YTWA,a,1,1,,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,YTWA,a,1,,1,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,KILL,v,1,1,,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,RSHA,a,0,,1,1
05/29/2024,2024,7:10,0,HH50,3,control-open,wetland,HH50,UP50,68,no,0,PIWA,a,1,1,,1
05/29/2024,2024,7:30,0,UP45,7,none,upland,UP45,HH45,69,no,0,INBU,a,,3,,3
05/29/2024,2024,7:30,0,UP45,7,none,upland,UP45,HH45,69,no,0,COYE,a,,1,,1
05/29/2024,2024,7:30,0,UP45,7,none,upland,UP45,HH45,69,no,0,GCFL,v,,,1,1
05/29/2024,2024,7:30,0,UP45,7,none,upland,UP45,HH45,69,no,0,EABL,a,,1,,1
05/29/2024,2024,7:30,0,UP45,7,none,upland,UP45,HH45,69,no,0,NOCA,a,,,1,1
05/29/2024,2024,7:30,0,UP45,7,none,upland,UP45,HH45,69,no,0,CACH,a,,,1,1
05/29/2024,2024,7:30,0,UP45,7,none,upland,UP45,HH45,69,no,0,TUTI,a,,,1,1
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,RCWO,v,0,,1,1
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,BGGN,v,1,6,,6
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,COYE,a,0,,1,1
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,LAGU,v,0,,3,3
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,YBCH,a,0,,1,1
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,TUTI,v,0,2,1,3
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,EATO,a,0,,2,2
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,NOMO,a,0,,1,1
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,CACH,a,0,1,,1
05/29/2024,2024,7:45,0,HH45,7,control-open,wetland,HH45,UP45,69,no,0.9,EAKI,a,0,,1,1
05/29/2024,2024,8:05,0,UP50,3,none,upland,UP50,HH50,71,no,1,TUTI,a,,1,1,2
05/29/2024,2024,8:05,0,UP50,3,none,upland,UP50,HH50,71,no,1,CARW,a,,,1,1
05/29/2024,2024,8:05,0,UP50,3,none,upland,UP50,HH50,71,no,1,COYE,a,,1,,1
05/29/2024,2024,8:05,0,UP50,3,none,upland,UP50,HH50,71,no,1,NOPA,a,,1,,1
05/29/2024,2024,8:05,0,UP50,3,none,upland,UP50,HH50,71,no,1,BACS,a,,,1,1
05/29/2024,2024,8:05,0,UP50,3,none,upland,UP50,HH50,71,no,1,RBWO,a,,,2,2
05/29/2024,2024,8:05,0,UP50,3,none,upland,UP50,HH50,71,no,1,CACH,a,,,1,1
05/29/2024,2024,8:05,0,UP50,3,none,upland,UP50,HH50,71,no,1,BHNU,a,,1,,1
05/29/2024,2024,8:20,0,UP04,4,none,upland,UP04,HH04,72,no,1.1,EAKI,v,,1,1,2
05/29/2024,2024,8:20,0,UP04,4,none,upland,UP04,HH04,72,no,1.1,NOMO,a,,3,,3
05/29/2024,2024,8:20,0,UP04,4,none,upland,UP04,HH04,72,no,1.1,CARW,a,,1,,1
